type,year,number
ukpga,2015,11
ukpga,2015,12
ukpga,2015,13
ukpga,2015,14
ukpga,2015,15
ukpga,2015,16
ukpga,2015,17
ukpga,2015,18
ukpga,2015,19
ukpga,2015,1
ukpga,2015,20
ukpga,2015,21
ukpga,2015,22
ukpga,2015,23
ukpga,2015,24
ukpga,2015,25
ukpga,2015,26
ukpga,2015,27
ukpga,2015,28
ukpga,2015,29
ukpga,2015,2
ukpga,2015,30
ukpga,2015,31
ukpga,2015,32
ukpga,2015,33
ukpga,2015,34
ukpga,2015,35
ukpga,2015,36
ukpga,2015,37
ukpga,2015,3
ukpga,2015,4
ukpga,2015,5
ukpga,2015,6
ukpga,2015,7
ukpga,2015,8
ukpga,2015,9
ukpga,2016,10
ukpga,2016,11
ukpga,2016,12
ukpga,2016,13
ukpga,2016,14
ukpga,2016,15
ukpga,2016,16
ukpga,2016,17
ukpga,2016,18
ukpga,2016,19
ukpga,2016,1
ukpga,2016,20
ukpga,2016,21
ukpga,2016,22
ukpga,2016,23
ukpga,2016,24
ukpga,2016,25
ukpga,2016,2
ukpga,2016,3
ukpga,2016,4
ukpga,2016,5
ukpga,2016,6
ukpga,2016,7
ukpga,2016,8
ukpga,2016,9
ukpga,2017,10
ukpga,2017,11
ukpga,2017,12
ukpga,2017,13
ukpga,2017,14
ukpga,2017,15
ukpga,2017,16
ukpga,2017,17
ukpga,2017,18
ukpga,2017,19
ukpga,2017,1
ukpga,2017,20
ukpga,2017,21
ukpga,2017,22
ukpga,2017,23
ukpga,2017,24
ukpga,2017,25
ukpga,2017,26
ukpga,2017,27
ukpga,2017,28
ukpga,2017,29
ukpga,2017,2
ukpga,2017,30
ukpga,2017,31
ukpga,2017,32
ukpga,2017,33
ukpga,2017,34
ukpga,2017,35
ukpga,2017,3
ukpga,2017,4
ukpga,2017,5
ukpga,2017,6
ukpga,2017,7
ukpga,2017,8
ukpga,2017,9
ukpga,2018,10
ukpga,2018,11
ukpga,2018,12
ukpga,2018,13
ukpga,2018,14
ukpga,2018,15
ukpga,2018,16
ukpga,2018,17
ukpga,2018,18
ukpga,2018,19
ukpga,2018,1
ukpga,2018,20
ukpga,2018,21
ukpga,2018,22
ukpga,2018,23
ukpga,2018,24
ukpga,2018,25
ukpga,2018,26
ukpga,2018,27
ukpga,2018,28
ukpga,2018,29
ukpga,2018,2
ukpga,2018,30
ukpga,2018,31
ukpga,2018,32
ukpga,2018,33
ukpga,2018,34
ukpga,2018,3
ukpga,2018,4
ukpga,2018,5
ukpga,2018,6
ukpga,2018,7
ukpga,2018,8
ukpga,2018,9
ukpga,2019,10
ukpga,2019,11
ukpga,2019,12
ukpga,2019,13
ukpga,2019,14
ukpga,2019,15
ukpga,2019,16
ukpga,2019,17
ukpga,2019,18
ukpga,2019,19
ukpga,2019,1
ukpga,2019,20
ukpga,2019,21
ukpga,2019,22
ukpga,2019,23
ukpga,2019,24
ukpga,2019,25
ukpga,2019,26
ukpga,2019,27
ukpga,2019,28
ukpga,2019,29
ukpga,2019,2
ukpga,2019,30
ukpga,2019,31
ukpga,2019,3
ukpga,2019,4
ukpga,2019,5
ukpga,2019,6
ukpga,2019,7
ukpga,2019,8
ukpga,2019,9
ukpga,2020,10
ukpga,2020,11
ukpga,2020,12
ukpga,2020,13
ukpga,2020,14
ukpga,2020,15
ukpga,2020,16
ukpga,2020,17
ukpga,2020,18
ukpga,2020,19
ukpga,2020,1
ukpga,2020,20
ukpga,2020,21
ukpga,2020,22
ukpga,2020,23
ukpga,2020,24
ukpga,2020,25
ukpga,2020,26
ukpga,2020,27
ukpga,2020,28
ukpga,2020,29
ukpga,2020,2
ukpga,2020,3
ukpga,2020,4
ukpga,2020,5
ukpga,2020,6
ukpga,2020,7
ukpga,2020,8
ukpga,2020,9
ukpga,2021,10
ukpga,2021,11
ukpga,2021,12
ukpga,2021,13
ukpga,2021,14
ukpga,2021,15
ukpga,2021,16
ukpga,2021,17
ukpga,2021,18
ukpga,2021,19
ukpga,2021,1
ukpga,2021,20
ukpga,2021,21
ukpga,2021,22
ukpga,2021,23
ukpga,2021,24
ukpga,2021,25
ukpga,2021,26
ukpga,2021,27
ukpga,2021,28
ukpga,2021,29
ukpga,2021,2
ukpga,2021,30
ukpga,2021,31
ukpga,2021,32
ukpga,2021,33
ukpga,2021,34
ukpga,2021,35
ukpga,2021,3
ukpga,2021,4
ukpga,2021,5
ukpga,2021,6
ukpga,2021,7
ukpga,2021,8
ukpga,2021,9
ukpga,2022,1
ukpga,2022,2
